Date,Venue,Festival,City_Country,Lat,Long,Tour,Set,Last_track_Set,Encores,Last_track_Encore,Encores_Count,Set_Length,Other_Acts,Has_Guitar_Solo,Has_Bass_Solo,Has_Drum_Solo,Has_Doodle,Has_Medley,Kill_'Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count
5/30/2012,Rives Du Lac,Sonisphere,"Yverdon-Les-Bains, Switzerland",46.7784736,6.641183,,"['Hit the Lights', 'Master of Puppets', 'Fuel', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Blackened', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Slayer', 'Motörhead', 'Mastodon', 'Gojira', 'Eluveitie']",False,False,False,False,False,1,1,1,0,12,0,1,0,0,0,0
5/28/2012,Festivalpark,Werchter Boutique,"Werchter, Belgium",50.9712194,4.6942009,,"['Hit the Lights', 'Master of Puppets', 'Ride the Lightning', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Battery', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Soundgarden', 'Mastodon', 'Channel Zero', 'Gojira', 'Ghost']",False,False,False,False,False,1,2,1,0,12,0,0,0,0,0,0
5/26/2012,Auditorio John Lennon,Sonisphere,"Madrid, Spain",40.4167754,-3.7037902,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Battery', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Slayer', 'Within Temptation', 'Mastodon', 'Sister']",False,False,False,False,False,1,1,1,1,12,0,0,0,0,0,0
5/25/2012,Parque Da Bela Vista,Rock In Rio,"Lisbon, Portugal",38.7222524,-9.1393366,,"['Hit the Lights', 'Master of Puppets', 'Fuel', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Fight Fire with Fire', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Mastodon', 'Evanescence', 'Sepultura']",False,False,False,False,False,1,1,1,0,12,0,1,0,0,0,0
5/23/2012,Valle Hovin,,"Oslo, Norway",59.9138688,10.7522454,,"['Hit the Lights', 'Master of Puppets', 'No Remorse', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Blackened', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Mastodon', 'Gojira']",False,False,False,False,False,2,1,1,0,12,0,0,0,0,0,0
5/13/2012,Stadio Friuli,,"Udine, Italy",46.0710668,13.2345794,,"['Hit the Lights', 'Master of Puppets', 'Fuel', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Battery', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Machine Head', 'Gojira']",False,False,False,False,False,1,1,1,0,12,0,1,0,0,0,0
5/12/2012,Stade De France,,"Paris, France",48.856614,2.3522219,,"['Hit the Lights', 'Master of Puppets', 'No Remorse', 'For Whom the Bell Tolls', 'Hell and Back', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Battery', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['The Kills', 'Gojira']",False,False,False,False,False,2,1,1,0,12,0,0,0,0,0,0
5/10/2012,Bemowo Airport,Sonisphere,"Warsaw, Poland",52.2296756,21.0122287,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'For Whom the Bell Tolls', 'Fight Fire with Fire', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Creeping Death', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Machine Head', 'Black Label Society', 'Gojira']",False,False,False,False,False,1,2,1,1,12,0,0,0,0,0,0
5/8/2012,Usce Park,,"Belgrade, Serbia",44.786568,20.4489216,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'For Whom the Bell Tolls', 'Battery', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Fuel', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Machine Head', 'Gojira']",False,False,False,False,False,1,1,2,1,12,0,0,0,0,0,0
5/7/2012,Synot Tip Arena,,"Prague, Czech Republic",50.0755381,14.4378005,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'For Whom the Bell Tolls', 'Blackened', 'The Struggle Within', 'My Friend of Misery', 'The God That Failed', 'Of Wolf and Man', 'Nothing Else Matters', 'Through the Never', ""Don't Tread On Me"", 'Wherever I May Roam', 'The Unforgiven', 'Holier Than Thou', 'Sad But True', 'Enter Sandman']",Enter Sandman,"['Fuel', 'One', 'Seek and Destroy']",Seek and Destroy,1,20,"['Machine Head', 'Gojira']",False,False,False,False,False,1,1,1,2,12,0,0,0,0,0,0
12/10/2011,The Fillmore,,"San Francisco, California, United States",37.7749295,-122.4194155,,"['Orion', 'Through the Never', 'Ride the Lightning', 'The God That Failed', 'Welcome Home (Sanitarium)', 'Rebel of Babylon', 'Blackened', 'Dirty Window', 'Frantic', 'Sabbra Cadabra', 'Iron Man', 'Paranoid', 'King Nothing', 'Whiplash', 'Motorbreath', 'Phantom Lord', 'Jump in the Fire', 'Metal Militia', 'Hit the Lights', 'Seek and Destroy']",Seek and Destroy,[],,0,20,"['Death Angel', 'Soul Rebels Brass Band']",False,False,False,False,False,6,1,2,1,2,1,0,1,2,0,0
12/9/2011,The Fillmore,,"San Francisco, California, United States",37.7749295,-122.4194155,,"['Suicide & Redemption', 'Master of Puppets', '...And Justice for All', 'Of Wolf and Man', 'Fade to Black', 'The Thing That Should Not Be', 'I Disappear', 'The Outlaw Torn', 'Hell and Back', 'Blitzkrieg', 'For Whom the Bell Tolls', 'Nothing Else Matters', 'So What', ""Tuesday's Gone"", 'Fuel', 'Fight Fire with Fire', 'Die, Die My Darling', 'Last Caress', 'Green Hell', 'Rapid Fire', 'Seek and Destroy']",Seek and Destroy,[],,0,21,"['Lääz Rockit', 'Soul Rebels Brass Band']",False,False,False,False,False,0,3,2,1,2,1,1,4,0,1,0
12/7/2011,The Fillmore,,"San Francisco, California, United States",37.7749295,-122.4194155,,"['To Live Is To Die', 'Enter Sandman', 'Holier Than Thou', 'Disposable Heroes', 'Bleeding Me', 'Wasting My Hate', 'My Apocalypse', 'Just a Bullet Away', 'Breadfan', 'The Memory Remains', 'Killing Time', 'Turn the Page', 'The Four Horsemen', 'Iced Honey', 'The View', 'White Light/White Heat', 'Creeping Death', 'Battery', 'Mercyful Fate', 'Seek and Destroy']",Seek and Destroy,[],,0,20,"['Armored Saint', 'Soul Rebels Brass Band']",False,False,False,False,False,1,1,2,1,2,2,1,3,0,1,0
12/5/2011,The Fillmore,,"San Francisco, California, United States",37.7749295,-122.4194155,,"['The Call of Ktulu', 'No Remorse', 'The Shortest Straw', 'Leper Messiah', 'The Day That Never Comes', 'Carpe Diem Baby', 'Hate Train', ""Please Don't Judas Me"", 'Wherever I May Roam', 'Sad But True', 'No Leaf Clover', 'One', 'Harvester of Sorrow', 'Damage, Inc.', 'Motorcycle Man', 'The Prince', ""It's Electric"", 'Helpless', 'Am I Evil?', 'Seek and Destroy']",Seek and Destroy,[],,0,20,"['Apocalyptica', 'Soul Rebels Brass Band']",False,False,False,False,False,1,1,2,3,2,0,1,4,0,1,0
11/13/2011,Rai Studios,Che Temp Che Fa,"Milan, Italy",45.4642035,9.189982,,"['Iced Honey', 'White Light/White Heat']",White Light/White Heat,[],,0,2,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0
11/11/2011,Wdr Studios,1Live Radio,"Cologne, Germany",50.937531,6.9602786,,"['Iced Honey', 'The View', 'Mistress Dread', 'Dragon', 'Junior Dad', 'White Light/White Heat']",White Light/White Heat,[],,0,6,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0
11/9/2011,Taratata Studios,Taratata,"Paris, France",48.856614,2.3522219,,"['The View', 'White Light/White Heat']",White Light/White Heat,[],,0,2,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0
11/8/2011,Bbc Television Centre,Later... With Jools Holland,"London, England",51.5073509,-0.1277583,,"['Iced Honey', 'White Light/White Heat', 'The View']",The View,[],,0,3,,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0
10/30/2011,Bangalore Palace Ground - Main Palace,,"Bangalore, India",12.9715987,77.5945627,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'The Memory Remains', 'Welcome Home (Sanitarium)', 'Sad But True', 'All Nightmare Long', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Battery', 'Seek and Destroy']",Seek and Destroy,1,18,['Biffy Clyro'],False,False,False,False,False,0,4,2,2,3,0,2,0,0,2,0
10/28/2011,F1 Rocks,,"Delhi, India",28.7040592,77.1024902,,,,,,,,,False,False,False,False,False,,,,,,,,,,,
10/25/2011,Du Arena At Yas Island,,"Abu Dhabi, United Arab Emirates",24.453884,54.3773438,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'The Memory Remains', 'Welcome Home (Sanitarium)', 'Sad But True', 'All Nightmare Long', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Motorbreath', 'Seek and Destroy']",Seek and Destroy,1,18,['Nerve Cell'],False,False,False,False,False,0,4,2,2,3,0,2,0,0,2,0
9/25/2011,Cidade Do Rock,Rock In Rio,"Rio De Janeiro, Brazil",-22.9068467,-43.1728965,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'All Nightmare Long', 'Sad But True', 'Welcome Home (Sanitarium)', 'Orion', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Whiplash', 'Seek and Destroy']",Seek and Destroy,1,18,"['Metallica', 'Slipknot', 'Motörhead', 'Coheed and Cambria', 'Gloria']",False,False,False,False,False,0,4,3,2,3,0,1,0,0,2,0
9/14/2011,Yankee Stadium,,"New York, New York, United States",40.7127753,-74.0059728,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'All Nightmare Long', 'Sad But True', 'Welcome Home (Sanitarium)', 'Orion', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Overkill', 'Battery', 'Seek and Destroy']",Seek and Destroy,1,18,"['Slayer', 'Megadeth', 'Anthrax']",False,False,False,False,False,0,4,3,2,3,0,1,0,0,2,0
8/31/2011,Moscone Center,Dreamforce,"San Francisco, California, United States",37.7749295,-122.4194155,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'The Memory Remains', 'Fade to Black', 'Cyanide', 'Sad But True', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Last Caress', 'Seek and Destroy']",Seek and Destroy,1,14,['will.i.am'],False,False,False,False,False,0,3,1,2,3,0,2,0,0,1,0
7/16/2011,Plains Of Abraham,Festival D'Ete De Quebec,"Quebec City, Quebec, Canada",46.8138783,-71.2079809,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'The Memory Remains', 'Welcome Home (Sanitarium)', 'Sad But True', 'All Nightmare Long', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Hit the Lights', 'Seek and Destroy']",Seek and Destroy,1,18,"['Joe Satriani', 'Dance Laury Dance']",False,False,False,False,False,0,4,2,2,3,0,2,0,0,2,0
7/14/2011,Halifax Citadel Garrison Grounds,Rock The Hill,"Halifax, Nova Scotia, Canada",44.6487635,-63.5752387,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'The Memory Remains', 'Welcome Home (Sanitarium)', 'Sad But True', 'All Nightmare Long', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Last Caress', 'Hit the Lights', 'Seek and Destroy']",Seek and Destroy,1,18,"['Coheed & Cambria', 'Seether', 'Protest the Hero', 'Matt Mays']",False,False,False,False,False,0,4,2,2,3,0,2,0,0,2,0
7/9/2011,Snowhall Parc,Sonisphere,"Amnéville, France",49.2599469,6.142912,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'Seek and Destroy', 'Welcome Home (Sanitarium)', 'Ride the Lightning', 'The Memory Remains', 'All Nightmare Long', 'Sad But True', 'The Call of Ktulu', 'One', 'For Whom the Bell Tolls', 'Blackened', 'Fade to Black', 'Enter Sandman']",Enter Sandman,"['Helpless', 'Damage, Inc.', 'Creeping Death']",Creeping Death,1,18,"['Slayer', 'Megadeth', 'Anthrax', 'Diamond Head']",False,False,False,False,False,1,4,2,3,2,0,1,0,0,1,0
7/8/2011,Knebworth House,Sonisphere,"Stevenage, England",51.903761,-0.196612,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'Seek and Destroy', 'Welcome Home (Sanitarium)', 'Ride the Lightning', 'The Memory Remains', 'All Nightmare Long', 'Sad But True', 'The Call of Ktulu', 'One', 'For Whom the Bell Tolls', 'Blackened', 'Fade to Black', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Battery', 'Creeping Death']",Creeping Death,1,18,"['Slayer', 'Megadeth', 'Anthrax', 'Diamond Head']",False,False,False,False,False,1,4,2,3,2,0,1,0,0,1,0
7/6/2011,Fiera Open Air Arena,,"Milan, Italy",45.4642035,9.189982,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'Seek and Destroy', 'Welcome Home (Sanitarium)', 'Ride the Lightning', 'Through the Never', 'All Nightmare Long', 'Sad But True', 'The Call of Ktulu', 'One', 'For Whom the Bell Tolls', 'Blackened', 'Fade to Black', 'Enter Sandman']",Enter Sandman,"['Die, Die My Darling', 'Damage, Inc.', 'Creeping Death']",Creeping Death,1,18,"['Slayer', 'Megadeth', 'Anthrax']",False,False,False,False,False,1,4,2,3,3,0,0,0,0,1,0
7/3/2011,Ullevi Stadium,,"Gothenburg, Sweden",57.70887,11.97456,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'Seek and Destroy', 'Welcome Home (Sanitarium)', 'Ride the Lightning', 'The Memory Remains', 'All Nightmare Long', 'Sad But True', 'The Call of Ktulu', 'One', 'For Whom the Bell Tolls', 'Blackened', 'Fade to Black', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Damage, Inc.', 'Creeping Death']",Creeping Death,1,18,"['Slayer', 'Megadeth', 'Anthrax']",False,False,False,False,False,1,4,2,3,2,0,1,0,0,1,0
7/2/2011,Veltins Arena,,"Gelsenkirchen, Germany",51.517744,7.0857172,,"['Hit the Lights', 'Master of Puppets', 'The Shortest Straw', 'Seek and Destroy', 'Welcome Home (Sanitarium)', 'The Memory Remains', 'All Nightmare Long', 'Sad But True', 'Wherever I May Roam', 'The Call of Ktulu', 'One', 'For Whom the Bell Tolls', 'Blackened', 'Fade to Black', 'Enter Sandman']",Enter Sandman,"['Helpless', 'Battery', 'Creeping Death']",Creeping Death,1,18,"['Slayer', 'Megadeth', 'Anthrax']",False,False,False,False,False,1,3,2,3,3,0,1,0,0,1,0
4/23/2011,Empire Polo Club,,"Indio, California, United States",33.7205771,-116.2155619,,"['Creeping Death', 'For Whom the Bell Tolls', 'Fuel', 'Ride the Lightning', 'Fade to Black', 'Cyanide', 'All Nightmare Long', 'Sad But True', 'Welcome Home (Sanitarium)', 'Orion', 'One', 'Master of Puppets', 'Blackened', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Hit the Lights', 'Seek and Destroy']",Seek and Destroy,1,18,"['Slayer', 'Megadeth', 'Anthrax']",False,False,False,False,False,0,4,3,2,3,0,1,0,0,2,0
11/21/2010,Rod Laver Arena,,"Melbourne, Australia",-37.8136276,144.9630576,World Magnetic,"['That Was Just Your Life', 'Fuel', 'Disposable Heroes', 'The Thing That Should Not Be', 'Fade to Black', 'Of Wolf and Man', 'Leper Messiah', 'Sad But True', 'The Unforgiven III', 'The Call of Ktulu', 'One', 'Master of Puppets', 'Fight Fire with Fire', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Die, Die My Darling', 'Trapped Under Ice', 'Seek and Destroy']",Seek and Destroy,1,18,"['Lamb of God', 'Baroness']",False,False,False,False,False,0,3,4,1,4,0,1,0,0,2,0
11/20/2010,Rod Laver Arena,,"Melbourne, Australia",-37.8136276,144.9630576,World Magnetic,"['That Was Just Your Life', 'Cyanide', 'Ride the Lightning', 'Through the Never', 'Welcome Home (Sanitarium)', 'The God That Failed', 'My Apocalypse', 'Sad But True', 'No Leaf Clover', 'The Outlaw Torn', 'One', 'Master of Puppets', 'Dyers Eve', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Stone Cold Crazy', 'Phantom Lord', 'Seek and Destroy']",Seek and Destroy,1,18,"['Lamb of God', 'Baroness']",False,False,False,False,False,0,1,2,2,5,1,0,0,0,3,0
11/18/2010,Rod Laver Arena,,"Melbourne, Australia",-37.8136276,144.9630576,World Magnetic,"['That Was Just Your Life', 'The End of the Line', 'Harvester of Sorrow', 'The Shortest Straw', 'Fade to Black', 'The Memory Remains', 'I Disappear', 'Sad But True', 'Turn the Page', 'Orion', 'One', 'Master of Puppets', 'Damage, Inc.', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Breadfan', 'Jump in the Fire', 'Seek and Destroy']",Seek and Destroy,1,18,"['Lamb of God', 'Baroness']",False,False,False,False,False,0,1,3,3,3,0,1,1,0,2,0
11/16/2010,Adelaide Entertainment Centre,,"Adelaide, Australia",-34.9284989,138.6007456,World Magnetic,"['That Was Just Your Life', 'Cyanide', 'Creeping Death', 'Harvester of Sorrow', 'One', 'Leper Messiah', 'I Disappear', 'Sad But True', 'Welcome Home (Sanitarium)', 'Orion', 'The Day That Never Comes', 'Master of Puppets', 'Battery', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Die, Die My Darling', 'The Four Horsemen', 'Seek and Destroy']",Seek and Destroy,1,18,"['Lamb of God', 'Baroness']",False,False,False,False,False,0,1,5,2,3,0,0,0,0,3,0
11/15/2010,Adelaide Entertainment Centre,,"Adelaide, Australia",-34.9284989,138.6007456,World Magnetic,"['That Was Just Your Life', 'The End of the Line', 'For Whom the Bell Tolls', 'Fuel', 'Fade to Black', 'Broken, Beat & Scarred', 'Wherever I May Roam', 'Sad But True', 'The Unforgiven', 'All Nightmare Long', 'One', 'Master of Puppets', 'Fight Fire with Fire', 'Nothing Else Matters', 'Enter Sandman']",Enter Sandman,"['Am I Evil?', 'Hit the Lights', 'Seek and Destroy']",Seek and Destroy,1,18,"['Lamb of God', 'Baroness']",False,False,False,False,False,0,3,1,1,5,0,1,0,0,4,0
