Date,City_Country,State,Country,Latitude,Longitude,Tour,Encores_Count,Set_Length,Kill_Em_All_Count,Ride_The_Lightning_Count,Master_Of_Puppets_Count,And_Justice_For_All_Count,Metallica_Count,Load_Count,Re_Load_Count,Garage_Inc_Count,St_Anger_Count,Death_Magnetic_Count,Hardwired_To_Self_Destruct_Count,1 Track,2 Track,3 Track,4 Track,5 Track,6 Track,7 Track,8 Track,9 Track,10 Track,11 Track,12 Track,13 Track,14 Track,15 Track,16 Track,17 Track,18 Track,19 Track,20 Track,21 Track,22 Track,Last_track_Set,1 Encore,2 Encore,3 Encore,4 Encore,Last_track_Encore
19.11.1999,Berlin,,Germany,52.5200066,13.404954,,0,20,0,2,3,1,5,3,3,0,0,0,0,The Call of Ktulu,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,No Leaf Clover,Hero of the Day,Devils Dance,Bleeding Me,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,#NAZWA?,Wherever I May Roam,The Outlaw Torn,Sad But True,One,Enter Sandman,Battery,,,,,,,,
24.07.1999,Rome,New York,United States,43.2128473,-75.4557303,The Garage Remains the Same,3,17,0,2,1,1,2,2,1,2,0,0,0,So What,Master of Puppets,For Whom the Bell Tolls,Fuel,King Nothing,Bleeding Me,Sad But True,Turn the Page,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,,,Battery
20.07.1999,Tel Aviv,,Israel,32.0852999,34.7817676,The Garage Remains the Same,3,15,0,2,1,1,2,2,1,2,0,0,0,Breadfan,Master of Puppets,For Whom the Bell Tolls,Fuel,King Nothing,Bleeding Me,Sad But True,Turn the Page,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,,,Battery
18.07.1999,Vigo,,Spain,42.2405989,-8.7207268,The Garage Remains the Same,3,15,0,2,1,1,2,2,1,2,0,0,0,Breadfan,Master of Puppets,For Whom the Bell Tolls,Fuel,King Nothing,Bleeding Me,Sad But True,Turn the Page,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,,,Battery
16.07.1999,Lisbon,,Portugal,38.7222524,-9.1393366,The Garage Remains the Same,3,19,0,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
15.07.1999,Madrid,,Spain,40.4167754,-3.7037902,The Garage Remains the Same,3,19,0,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
14.07.1999,Gijon,,Spain,43.5322015,-5.6611195,The Garage Remains the Same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.1999,Barcelona,,Spain,41.3850639,2.1734035,The Garage Remains the Same,3,19,0,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
10.07.1999,Milton Keynes,,England,52.0406224,-0.7594171,The Garage Remains the Same,3,19,0,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
08.07.1999,Belfort,,France,47.639674,6.863849,The Garage Remains the Same,3,18,0,2,2,1,1,2,2,1,0,0,0,Breadfan,Master of Puppets,Wherever I May Roam,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,One,Fight Fire with Fire,,,,,,,,,,,,,,,,Battery
07.07.1999,Paris,,France,48.856614,2.3522219,The Garage Remains the Same,3,19,0,2,2,1,1,2,2,2,0,0,0,Breadfan,Master of Puppets,Wherever I May Roam,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Whiskey in the Jar,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
05.07.1999,Dublin,,Ireland,53.3498053,-6.2603097,The Garage Remains the Same,3,19,0,2,2,1,1,2,2,1,0,0,0,Breadfan,Master of Puppets,Wherever I May Roam,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,One,Fight Fire with Fire,,,,,,,,,,,,,,,,Battery
03.07.1999,Werchter,,Belgium,50.9712194,4.6942009,The Garage Remains the Same,2,18,0,2,2,1,1,2,2,2,0,0,0,Breadfan,Master of Puppets,Wherever I May Roam,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Whiskey in the Jar,One,Fight Fire with Fire,,,,,,,,,,,,,,,Enter Sandman
02.07.1999,Turku,,Finland,60.4518126,22.2666302,The Garage Remains the Same,3,19,0,2,2,1,1,2,2,2,0,0,0,Breadfan,Master of Puppets,Wherever I May Roam,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Whiskey in the Jar,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
01.07.1999,Roskilde,,Denmark,55.64191,12.087845,The Garage Remains the Same,3,19,0,2,2,1,1,2,2,2,0,0,0,Breadfan,Master of Puppets,For Whom the Bell Tolls,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,Whiskey in the Jar,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
29.06.1999,Tallinn,,Estonia,59.4369608,24.7535747,The Garage Remains the Same,3,19,0,2,2,1,1,2,2,2,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Seek and Destroy,For Whom the Bell Tolls,King Nothing,Whiskey in the Jar,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
27.06.1999,Kiev,,Ukraine,50.4501,30.5234,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
26.06.1999,Minden,,Germany,52.2964919,8.8949206,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
25.06.1999,St. Gallen,,Switzerland,47.4244818,9.3767173,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
19.06.1999,Irvine,California,United States,33.6845673,-117.8265049,The Garage Remains the Same,1,13,0,2,1,1,3,1,1,2,0,0,0,So What,Last Caress,Master of Puppets,For Whom the Bell Tolls,Fuel,King Nothing,One,Sad But True,Creeping Death,Die,Die My Darling,Nothing Else Matters,Enter Sandman,,,,,,,,,,,,,,,Battery
13.06.1999,Istanbul,,Turkey,41.0082376,28.9783589,The Garage Remains the Same,3,21,1,2,2,1,2,2,2,1,0,0,0,So What,Last Caress,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,Battery
12.06.1999,Athens,,Greece,37.9838096,23.7275388,The Garage Remains the Same,3,21,1,2,2,1,2,2,2,1,0,0,0,So What,Last Caress,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,Battery
11.06.1999,Plovdiv,,Bulgaria,42.1354079,24.7452904,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
09.06.1999,Bucharest,,Romania,44.4267674,26.1025384,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
07.06.1999,Ljubljana,,Slovenia,46.0569465,14.5057515,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
05.06.1999,Milan,,Italy,45.4642035,9.189982,The Garage Remains the Same,3,21,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
03.06.1999,Budapest,,Hungary,47.497912,19.040235,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
01.06.1999,Warsaw,,Poland,52.2296756,21.0122287,The Garage Remains the Same,3,19,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,Battery
29.05.1999,Oslo,,Norway,59.9138688,10.7522454,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
28.05.1999,Stockholm,,Sweden,59.3293235,18.0685808,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
26.05.1999,Berlin,,Germany,52.5200066,13.404954,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
25.05.1999,Prague,,Czech Republic,50.0755381,14.4378005,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
23.05.1999,Eindhoven,,Netherlands,51.441642,5.4697225,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
22.05.1999,Nurburgring,,Germany,50.3418803,6.9520304,The Garage Remains the Same,3,18,1,2,2,1,2,1,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,,,Battery
21.05.1999,Nuremberg,,Germany,49.4521018,11.0766654,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
14.05.1999,Buenos Aires,,Argentina,-34.6036844,-58.3815591,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
12.05.1999,Santiago,,Chile,-33.4488897,-70.6692655,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
09.05.1999,Rio De Janeiro,,Brazil,-22.9068467,-43.1728965,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
08.05.1999,Sao Paulo,,Brazil,-23.5505199,-46.6333094,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
06.05.1999,Porto Alegre,,Brazil,-30.0346471,-51.2176584,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
04.05.1999,Caracas,,Venezuela,10.4805937,-66.9036063,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
02.05.1999,Bogota,,Colombia,4.7109886,-74.072092,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
30.04.1999,Mexico City,,Mexico,19.4326077,-99.133208,The Garage Remains the Same,3,20,1,2,2,1,2,2,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,The Four Horsemen,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
22.04.1999,Berkeley,California,United States,37.8715926,-122.272747,,0,20,0,2,3,1,5,3,3,0,0,0,0,The Call of Ktulu,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,No Leaf Clover,Hero of the Day,Devils Dance,Bleeding Me,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,#NAZWA?,Wherever I May Roam,The Outlaw Torn,Sad But True,One,Enter Sandman,Battery,,,,,,,,
21.04.1999,Berkeley,California,United States,37.8715926,-122.272747,,0,20,0,2,3,1,5,3,3,0,0,0,0,The Call of Ktulu,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,No Leaf Clover,Hero of the Day,Devils Dance,Bleeding Me,Nothing Else Matters,Until It Sleeps,For Whom the Bell Tolls,#NAZWA?,Wherever I May Roam,The Outlaw Torn,Sad But True,One,Enter Sandman,Battery,,,,,,,,
14.04.1999,Anchorage,Alaska,United States,61.2180556,-149.9002778,,3,20,0,2,2,1,2,2,2,2,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Turn the Page,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
12.04.1999,Honolulu,Hawaii,United States,21.3069444,-157.8583333,,3,20,0,2,2,1,2,2,2,2,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Turn the Page,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Battery
11.04.1999,Honolulu,Hawaii,United States,21.3069444,-157.8583333,,2,19,0,2,2,1,2,2,2,2,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Turn the Page,For Whom the Bell Tolls,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Enter Sandman
24.11.1998,New York,New York,United States,40.7127753,-74.0059728,Garage Barrage,2,17,0,0,0,0,0,0,0,10,0,0,0,Die,Die My Darling,Blitzkrieg,The Small Hours,The Prince,Sabbra Cadabra,Whiskey in the Jar,Stone Cold Crazy,Mercyful Fate,Turn the Page,Am I Evil?,So What,,,,,,,,,,,,,,,,Overkill
23.11.1998,Philadelphia,Pennsylvania,United States,39.9525839,-75.1652215,Garage Barrage,2,17,0,0,0,0,0,0,0,10,0,0,0,Die,Die My Darling,Blitzkrieg,The Small Hours,The Prince,Sabbra Cadabra,Whiskey in the Jar,Stone Cold Crazy,Mercyful Fate,Turn the Page,Am I Evil?,So What,,,,,,,,,,,,,,,,Overkill
20.11.1998,Detroit,Michigan,United States,42.331427,-83.0457538,Garage Barrage,2,17,0,0,0,0,0,0,0,10,0,0,0,Die,Die My Darling,Blitzkrieg,The Small Hours,The Prince,Sabbra Cadabra,Whiskey in the Jar,Stone Cold Crazy,Mercyful Fate,Turn the Page,Am I Evil?,So What,,,,,,,,,,,,,,,,Overkill
19.11.1998,Chicago,Illinois,United States,41.8781136,-87.6297982,Garage Barrage,2,17,0,0,0,0,0,0,0,10,0,0,0,Die,Die My Darling,Blitzkrieg,The Small Hours,The Prince,Sabbra Cadabra,Whiskey in the Jar,Stone Cold Crazy,Mercyful Fate,Turn the Page,Am I Evil?,So What,,,,,,,,,,,,,,,,Overkill
17.11.1998,Toronto,Ontario,Canada,43.653226,-79.3831843,Garage Barrage,2,17,0,0,0,0,0,0,0,10,0,0,0,Die,Die My Darling,Blitzkrieg,The Small Hours,The Prince,Sabbra Cadabra,Whiskey in the Jar,Stone Cold Crazy,Mercyful Fate,Turn the Page,Am I Evil?,So What,,,,,,,,,,,,,,,,Overkill
18.10.1998,Los Angeles,California,United States,34.0522342,-118.2436849,,0,9,0,0,0,0,3,2,1,3,0,0,0,Die,Die My Darling,Fuel,King Nothing,Turn the Page,Wherever I May Roam,Until It Sleeps,Sad But True,Enter Sandman,So What,,,,,,,,,,,,,,,,,,
21.09.1998,Anchorage,Alaska,United States,61.2180556,-149.9002778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.09.1998,Mexico City,,Mexico,19.4326077,-99.133208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.09.1998,Honolulu,Hawaii,United States,21.3069444,-157.8583333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.09.1998,San Diego,California,United States,32.715738,-117.1610838,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
12.09.1998,Las Vegas,Nevada,United States,36.1699412,-115.1398296,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
11.09.1998,Phoenix,Arizona,United States,33.4483771,-112.0740373,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
08.09.1998,Denver,Colorado,United States,39.7392358,-104.990251,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
07.09.1998,Salt Lake City,Utah,United States,40.7607793,-111.8910474,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
05.09.1998,George,Washington,United States,38.707982,-77.0861753,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
04.09.1998,Vancouver,British Columbia,Canada,49.2827291,-123.1207375,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
03.09.1998,Portland,Oregon,United States,45.5122308,-122.6587185,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
01.09.1998,Sacramento,California,United States,38.5815719,-121.4943996,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
30.08.1998,Mountain View,California,United States,37.3860517,-122.0838511,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
28.08.1998,Irvine,California,United States,33.6845673,-117.8265049,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
02.08.1998,Houston,Texas,United States,29.7604267,-95.3698028,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
01.08.1998,San Antonio,Texas,United States,29.4241219,-98.4936282,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
31.07.1998,Dallas,Texas,United States,32.7766642,-96.7969879,Poor ReTouring Me,3,20,0,1,2,1,3,3,2,1,0,0,0,Breadfan,Master of Puppets,Of Wolf and Man,The Thing That Should Not Be,Fuel,The Memory Remains,Bleeding Me,Bass/Guitar Doodle,Nothing Else Matters,Until It Sleeps,King Nothing,Wherever I May Roam,One,Fight Fire with Fire,,,,,,,,,,,,,,Creeping Death
